# File generated by CMD 3.5 (http://stev.oapd.inaf.it/cmd) on Mon Oct 18 20:43:15 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 9.32000 1.6635173559 2.5508475304    1.661  3.212  3.5530  0.611    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.934e-03 6.532e-03 -1.000 1.540e-02 -3.259 -2.280 -0.997 -3.388
0.0152 0.01508 9.32000 1.6635942459 2.5508525372    1.661  3.250  3.5489  0.555    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.934e-03 6.532e-03 -1.000 1.540e-02 -3.356 -2.308 -0.949 -3.442
0.0152 0.01508 9.32000 1.6636252403 2.5508546829    1.661  3.266  3.5472  0.533    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.934e-03 6.532e-03 -1.000 1.540e-02 -3.395 -2.315 -0.920 -3.460
0.0152 0.01508 9.32000 1.6636252403 2.5508546829    1.661  1.713  3.6832  2.630    4  0.000  0.367     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.850e-01 2.996e-01 1.796e-03 1.924e-03 6.530e-03 -1.000 1.540e-02 0.487 0.521 1.027 -0.146
0.0152 0.01508 9.32000 1.6645878553 2.5509171486    1.662  1.733  3.6816  2.604    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.850e-01 2.996e-01 1.795e-03 1.925e-03 6.529e-03 -1.000 1.540e-02 0.437 0.476 0.987 -0.194
0.0152 0.01508 9.32000 1.6655939817 2.5509822369    1.663  1.738  3.6814  2.598    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.849e-01 2.997e-01 1.795e-03 1.927e-03 6.528e-03 -1.000 1.540e-02 0.425 0.465 0.976 -0.207
0.0152 0.01508 9.32000 1.6666027308 2.5510475636    1.664  1.737  3.6817  2.601    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.849e-01 2.997e-01 1.794e-03 1.928e-03 6.527e-03 -1.000 1.540e-02 0.427 0.465 0.976 -0.205
0.0152 0.01508 9.32000 1.6676408052 2.5511145592    1.665  1.737  3.6820  2.603    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.849e-01 2.997e-01 1.794e-03 1.929e-03 6.526e-03 -1.000 1.540e-02 0.428 0.466 0.975 -0.204
0.0152 0.01508 9.32000 1.6686456203 2.5511794090    1.667  1.736  3.6823  2.605    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.849e-01 2.997e-01 1.794e-03 1.930e-03 6.526e-03 -1.000 1.540e-02 0.429 0.466 0.975 -0.203
0.0152 0.01508 9.32000 1.6696739197 2.5512456894    1.668  1.736  3.6826  2.607    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.849e-01 2.997e-01 1.793e-03 1.931e-03 6.525e-03 -1.000 1.540e-02 0.430 0.466 0.974 -0.203
0.0152 0.01508 9.32000 1.6706583500 2.5513091087    1.669  1.736  3.6829  2.608    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.849e-01 2.997e-01 1.793e-03 1.933e-03 6.524e-03 -1.000 1.540e-02 0.430 0.465 0.973 -0.202
0.0152 0.01508 9.32000 1.6716543436 2.5513730049    1.670  1.736  3.6832  2.610    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.848e-01 2.998e-01 1.793e-03 1.934e-03 6.523e-03 -1.000 1.540e-02 0.431 0.465 0.971 -0.202
0.0152 0.01508 9.32000 1.6727122068 2.5514409542    1.671  1.736  3.6834  2.611    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.848e-01 2.998e-01 1.792e-03 1.935e-03 6.522e-03 -1.000 1.539e-02 0.430 0.464 0.969 -0.203
0.0152 0.01508 9.32000 1.6736823320 2.5515029430    1.672  1.736  3.6836  2.611    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.848e-01 2.998e-01 1.792e-03 1.936e-03 6.521e-03 -1.000 1.539e-02 0.429 0.462 0.967 -0.204
0.0152 0.01508 9.32000 1.6746883392 2.5515673161    1.673  1.737  3.6839  2.612    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.848e-01 2.998e-01 1.792e-03 1.937e-03 6.520e-03 -1.000 1.539e-02 0.428 0.460 0.965 -0.206
0.0152 0.01508 9.32000 1.6756824255 2.5516309738    1.674  1.737  3.6840  2.612    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.848e-01 2.998e-01 1.791e-03 1.939e-03 6.519e-03 -1.000 1.539e-02 0.426 0.458 0.962 -0.207
0.0152 0.01508 9.32000 1.6766458750 2.5516924858    1.675  1.738  3.6842  2.613    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.848e-01 2.998e-01 1.791e-03 1.940e-03 6.518e-03 -1.000 1.539e-02 0.424 0.456 0.959 -0.209
0.0152 0.01508 9.32000 1.6776149273 2.5517542362    1.676  1.739  3.6844  2.613    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.848e-01 2.999e-01 1.791e-03 1.941e-03 6.517e-03 -1.000 1.539e-02 0.422 0.453 0.956 -0.212
0.0152 0.01508 9.32000 1.6778291464 2.5517678261    1.676  1.739  3.6844  2.613    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.847e-01 2.999e-01 1.791e-03 1.941e-03 6.517e-03 -1.000 1.539e-02 0.422 0.452 0.955 -0.212
0.0152 0.01508 9.32000 1.6786335707 2.5518190861    1.677  1.740  3.6845  2.612    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.847e-01 2.999e-01 1.790e-03 1.942e-03 6.516e-03 -1.000 1.539e-02 0.420 0.450 0.953 -0.214
0.0152 0.01508 9.32000 1.6796406507 2.5518829823    1.678  1.741  3.6847  2.612    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.847e-01 2.999e-01 1.790e-03 1.943e-03 6.515e-03 -1.000 1.539e-02 0.417 0.446 0.949 -0.218
0.0152 0.01508 9.32000 1.6806055307 2.5519442558    1.679  1.743  3.6848  2.611    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.847e-01 2.999e-01 1.790e-03 1.944e-03 6.514e-03 -1.000 1.539e-02 0.413 0.443 0.945 -0.221
0.0152 0.01508 9.32000 1.6815801859 2.5520060062    1.680  1.744  3.6848  2.611    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.847e-01 2.999e-01 1.789e-03 1.946e-03 6.514e-03 -1.000 1.539e-02 0.410 0.439 0.941 -0.225
0.0152 0.01508 9.32000 1.6826001406 2.5520706177    1.681  1.746  3.6849  2.609    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.847e-01 2.999e-01 1.789e-03 1.947e-03 6.513e-03 -1.000 1.539e-02 0.406 0.434 0.936 -0.229
0.0152 0.01508 9.32000 1.6835774183 2.5521323681    1.682  1.748  3.6849  2.608    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.847e-01 3.000e-01 1.789e-03 1.948e-03 6.512e-03 -1.000 1.538e-02 0.401 0.430 0.932 -0.233
0.0152 0.01508 9.32000 1.6845859289 2.5521960258    1.683  1.750  3.6849  2.606    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.846e-01 3.000e-01 1.788e-03 1.949e-03 6.511e-03 -1.000 1.538e-02 0.396 0.425 0.927 -0.238
0.0152 0.01508 9.32000 1.6853252649 2.5522425175    1.684  1.751  3.6849  2.605    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.846e-01 3.000e-01 1.788e-03 1.950e-03 6.510e-03 -1.000 1.538e-02 0.392 0.421 0.923 -0.242
0.0152 0.01508 9.32000 1.6856204271 2.5522611141    1.684  1.752  3.6849  2.604    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.846e-01 3.000e-01 1.788e-03 1.950e-03 6.510e-03 -1.000 1.538e-02 0.390 0.419 0.921 -0.244
0.0152 0.01508 9.32000 1.6866601706 2.5523266792    1.685  1.755  3.6848  2.601    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.846e-01 3.000e-01 1.788e-03 1.952e-03 6.509e-03 -1.000 1.538e-02 0.383 0.413 0.915 -0.251
0.0152 0.01508 9.32000 1.6876565218 2.5523893833    1.686  1.757  3.6847  2.598    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.846e-01 3.000e-01 1.787e-03 1.953e-03 6.508e-03 -1.000 1.538e-02 0.376 0.406 0.908 -0.258
0.0152 0.01508 9.32000 1.6886605024 2.5524523258    1.687  1.761  3.6845  2.595    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.846e-01 3.000e-01 1.787e-03 1.954e-03 6.507e-03 -1.000 1.538e-02 0.368 0.398 0.901 -0.266
0.0152 0.01508 9.32000 1.6896646023 2.5525152683    1.688  1.765  3.6843  2.590    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.846e-01 3.001e-01 1.787e-03 1.955e-03 6.506e-03 -1.000 1.538e-02 0.358 0.389 0.892 -0.275
0.0152 0.01508 9.32000 1.6906912327 2.5525796413    1.689  1.769  3.6840  2.584    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.845e-01 3.001e-01 1.786e-03 1.956e-03 6.505e-03 -1.000 1.538e-02 0.347 0.378 0.882 -0.287
0.0152 0.01508 9.32000 1.6917161942 2.5526435375    1.690  1.775  3.6836  2.578    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.845e-01 3.001e-01 1.786e-03 1.958e-03 6.504e-03 -1.000 1.538e-02 0.333 0.366 0.871 -0.300
0.0152 0.01508 9.32000 1.6927309036 2.5527069569    1.692  1.781  3.6831  2.570    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.845e-01 3.001e-01 1.786e-03 1.959e-03 6.503e-03 -1.000 1.538e-02 0.318 0.352 0.858 -0.315
0.0152 0.01508 9.32000 1.6937443018 2.5527701378    1.693  1.788  3.6826  2.561    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.845e-01 3.001e-01 1.785e-03 1.960e-03 6.502e-03 -1.000 1.538e-02 0.300 0.336 0.844 -0.332
0.0152 0.01508 9.32000 1.6947726011 2.5528340340    1.694  1.786  3.6829  2.564    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.845e-01 3.001e-01 1.785e-03 1.961e-03 6.501e-03 -1.000 1.538e-02 0.304 0.339 0.846 -0.328
0.0152 0.01508 9.32000 1.6958211660 2.5528993607    1.695  1.804  3.6812  2.540    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.845e-01 3.002e-01 1.785e-03 1.962e-03 6.501e-03 -1.000 1.537e-02 0.260 0.301 0.812 -0.370
0.0152 0.01508 9.32000 1.6968661547 2.5529642105    1.696  1.835  3.6783  2.497    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.964e-03 6.500e-03 -1.000 1.537e-02 0.182 0.232 0.751 -0.446
0.0152 0.01508 9.32000 1.6974916458 2.5530030727    1.696  1.873  3.6749  2.446    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.964e-03 6.499e-03 -1.000 1.537e-02 0.088 0.149 0.678 -0.537
0.0152 0.01508 9.32000 1.6978083849 2.5530226231    1.697  1.913  3.6714  2.393    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.499e-03 -1.000 1.537e-02 -0.011 0.062 0.602 -0.633
0.0152 0.01508 9.32000 1.6979626417 2.5530321598    1.697  1.951  3.6682  2.341    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.499e-03 -1.000 1.537e-02 -0.107 -0.022 0.528 -0.725
0.0152 0.01508 9.32000 1.6980404854 2.5530369282    1.697  1.990  3.6649  2.289    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.205 -0.108 0.453 -0.819
0.0152 0.01508 9.32000 1.6980808973 2.5530395508    1.697  2.029  3.6616  2.237    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.302 -0.192 0.379 -0.912
0.0152 0.01508 9.32000 1.6981046200 2.5530409813    1.697  2.065  3.6586  2.189    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.393 -0.272 0.310 -0.999
0.0152 0.01508 9.32000 1.6981171370 2.5530416965    1.697  2.091  3.6565  2.155    4  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.457 -0.327 0.261 -1.060
0.0152 0.01508 9.32000 1.6981173754 2.5530416965    1.697  2.091  3.6565  2.154    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.459 -0.329 0.260 -1.061
0.0152 0.01508 9.32000 1.6981256008 2.5530421734    1.697  2.112  3.6548  2.127    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.510 -0.372 0.222 -1.109
0.0152 0.01508 9.32000 1.6981422901 2.5530433655    1.697  2.155  3.6513  2.070    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.618 -0.466 0.141 -1.212
0.0152 0.01508 9.32000 1.6981582642 2.5530443192    1.697  2.190  3.6485  2.024    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.704 -0.540 0.077 -1.293
0.0152 0.01508 9.32000 1.6981968880 2.5530467033    1.697  2.197  3.6480  2.015    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.722 -0.555 0.063 -1.310
0.0152 0.01508 9.32000 1.6982281208 2.5530486107    1.697  2.174  3.6498  2.045    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.537e-02 -0.666 -0.508 0.104 -1.258
0.0152 0.01508 9.32000 1.6983451843 2.5530557632    1.697  2.141  3.6525  2.089    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.88e-30      0.00 6.844e-01 3.002e-01 1.784e-03 1.965e-03 6.498e-03 -1.000 1.542e-02 -0.583 -0.436 0.166 -1.179
0.0152 0.01508 9.32000 1.6994135380 2.5531220436    1.698  2.159  3.6511  2.066    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-14      0.00 6.844e-01 2.998e-01 1.783e-03 1.967e-03 6.497e-03 -1.000 1.583e-02 -0.627 -0.474 0.133 -1.221
0.0152 0.01508 9.32000 1.6997683048 2.5531439781    1.698  2.186  3.6489  2.029    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.49e-11      0.00 6.844e-01 2.997e-01 1.783e-03 1.967e-03 6.497e-03 -1.000 1.586e-02 -0.696 -0.533 0.082 -1.286
0.0152 0.01508 9.32000 1.6998668909 2.5531499386    1.699  2.194  3.6482  2.019    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-10      0.00 6.844e-01 2.997e-01 1.783e-03 1.967e-03 6.497e-03 -1.000 1.587e-02 -0.714 -0.549 0.069 -1.303
0.0152 0.01508 9.32000 1.7002315521 2.5531725883    1.699  2.234  3.6450  1.966    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-10      0.00 6.844e-01 2.997e-01 1.783e-03 1.968e-03 6.497e-03 -1.000 1.587e-02 -0.815 -0.634 -0.005 -1.396
0.0152 0.01508 9.32000 1.7005294561 2.5531909466    1.699  2.274  3.6418  1.913    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-10      0.00 6.844e-01 2.997e-01 1.783e-03 1.968e-03 6.496e-03 -1.000 1.587e-02 -0.915 -0.719 -0.080 -1.489
0.0152 0.01508 9.32000 1.7007803917 2.5532064438    1.699  2.314  3.6385  1.860    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -3.12e-10      0.00 6.844e-01 2.997e-01 1.783e-03 1.968e-03 6.496e-03 -1.000 1.587e-02 -1.015 -0.804 -0.153 -1.581
0.0152 0.01508 9.32000 1.7009985447 2.5532197952    1.699  2.355  3.6352  1.806    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -3.82e-10      0.00 6.844e-01 2.997e-01 1.783e-03 1.968e-03 6.496e-03 -1.000 1.587e-02 -1.117 -0.888 -0.227 -1.674
0.0152 0.01508 9.32000 1.7011879683 2.5532314777    1.699  2.395  3.6319  1.752    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -4.68e-10      0.00 6.844e-01 2.998e-01 1.783e-03 1.969e-03 6.496e-03 -1.000 1.587e-02 -1.218 -0.972 -0.300 -1.765
0.0152 0.01508 9.32000 1.7013550997 2.5532417297    1.699  2.435  3.6286  1.699    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -5.69e-10      0.00 6.844e-01 2.998e-01 1.783e-03 1.969e-03 6.496e-03 -1.000 1.587e-02 -1.318 -1.055 -0.372 -1.855
0.0152 0.01508 9.32000 1.7015076876 2.5532512665    1.698  2.475  3.6253  1.646    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -6.95e-10      0.00 6.844e-01 2.998e-01 1.783e-03 1.969e-03 6.495e-03 -1.000 1.587e-02 -1.419 -1.137 -0.443 -1.944
0.0152 0.01508 9.32000 1.7016485929 2.5532598495    1.698  2.516  3.6219  1.591    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -8.47e-10      0.00 6.844e-01 2.998e-01 1.783e-03 1.969e-03 6.495e-03 -1.000 1.587e-02 -1.521 -1.220 -0.516 -2.035
0.0152 0.01508 9.32000 1.7017781734 2.5532679558    1.698  2.557  3.6185  1.537    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-09      0.00 6.844e-01 2.998e-01 1.783e-03 1.969e-03 6.495e-03 -1.000 1.587e-02 -1.623 -1.303 -0.589 -2.126
0.0152 0.01508 9.32000 1.7018675804 2.5532734394    1.698  2.587  3.6145  1.491    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-09      0.00 6.844e-01 2.998e-01 1.783e-03 1.969e-03 6.495e-03 -1.000 1.587e-02 -1.697 -1.352 -0.623 -2.184
0.0152 0.01508 9.32000 1.7019819021 2.5532803535    1.697  2.625  3.6094  1.432    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-09      0.00 6.844e-01 2.998e-01 1.782e-03 1.970e-03 6.495e-03 -1.000 1.587e-02 -1.793 -1.416 -0.664 -2.264
0.0152 0.01508 9.32000 1.7020952702 2.5532875061    1.697  2.665  3.6060  1.379    7  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.74e-09      0.00 6.844e-01 2.998e-01 1.782e-03 1.970e-03 6.495e-03 -1.000 1.587e-02 -1.893 -1.492 -0.723 -2.350
0.0152 0.01508 9.32000 1.7022063732 2.5532941818    1.696  2.707  3.6025  1.323    7  0.000  0.365     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-09      0.00 6.844e-01 2.998e-01 1.780e-03 1.972e-03 6.495e-03 -1.000 1.587e-02 -1.997 -1.571 -0.785 -2.440
0.0152 0.01508 9.32000 1.7023098469 2.5533006191    1.696  2.753  3.5985  1.261    7  0.000  0.365     0.00     0.00     0.00     0.00     0.00 -1 -2.65e-09      0.00 6.844e-01 2.998e-01 1.779e-03 1.974e-03 6.495e-03 -1.000 1.587e-02 -2.112 -1.657 -0.849 -2.540
0.0152 0.01508 9.32000 1.7023904324 2.5533056259    1.695  2.804  3.5940  1.191    7  0.000  0.364     0.00     0.00     0.00     0.00     0.00 -1 -3.38e-09      0.00 6.844e-01 2.998e-01 1.775e-03 1.977e-03 6.495e-03 -1.000 1.587e-02 -2.241 -1.749 -0.915 -2.648
0.0152 0.01508 9.32000 1.7024427652 2.5533089638    1.694  2.853  3.5897  1.125    7  0.000  0.364     0.00     0.00     0.00     0.00     0.00 -1  -4.2e-09      0.00 6.844e-01 2.998e-01 1.773e-03 1.980e-03 6.495e-03 -1.000 1.587e-02 -2.362 -1.835 -0.975 -2.750
0.0152 0.01508 9.32000 1.7024827003 2.5533113480    1.694  2.897  3.5857  1.064    7  0.000  0.363     0.00     0.00     0.00     0.00     0.00 -1 -5.12e-09      0.00 6.844e-01 2.998e-01 1.770e-03 1.983e-03 6.495e-03 -1.000 1.587e-02 -2.473 -1.909 -1.020 -2.840
0.0152 0.01508 9.32000 1.7025183439 2.5533134937    1.693  2.940  3.5817  1.006    7  0.000  0.363     0.00     0.00     0.00     0.00     0.00 -1 -6.22e-09      0.00 6.844e-01 2.998e-01 1.768e-03 1.986e-03 6.495e-03 -1.000 1.587e-02 -2.580 -1.979 -1.062 -2.926
0.0152 0.01508 9.32000 1.7025510073 2.5533154011    1.693  2.981  3.5777  0.948    7  0.000  0.363     0.00     0.00     0.00     0.00     0.00 -1 -7.52e-09      0.00 6.844e-01 2.998e-01 1.767e-03 1.988e-03 6.495e-03 -1.000 1.587e-02 -2.682 -2.039 -1.086 -3.005
0.0152 0.01508 9.32000 1.7025821209 2.5533175468    1.692  3.021  3.5737  0.892    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -9.06e-09      0.00 6.844e-01 2.998e-01 1.766e-03 1.989e-03 6.495e-03 -1.000 1.587e-02 -2.782 -2.093 -1.101 -3.079
0.0152 0.01508 9.32000 1.7026129961 2.5533192158    1.691  3.060  3.5697  0.837    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.495e-03 -1.000 1.587e-02 -2.880 -2.145 -1.112 -3.151
0.0152 0.01508 9.32000 1.7026449442 2.5533213615    1.690  3.098  3.5658  0.783    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.495e-03 -1.000 1.587e-02 -2.974 -2.186 -1.100 -3.215
0.0152 0.01508 9.32000 1.7026807070 2.5533235073    1.688  3.137  3.5616  0.727    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -1.53e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.494e-03 -1.000 1.587e-02 -3.071 -2.227 -1.087 -3.280
0.0152 0.01508 9.32000 1.7027175426 2.5533256531    1.686  3.173  3.5576  0.674    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.494e-03 -1.000 1.587e-02 -3.163 -2.258 -1.055 -3.336
0.0152 0.01508 9.32000 1.7027502060 2.5533277988    1.684  3.221  3.5522  0.604    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -2.21e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.494e-03 -1.000 1.587e-02 -3.283 -2.291 -0.994 -3.404
0.0152 0.01508 9.32000 1.7027562857 2.5533280373    1.684  3.228  3.5514  0.594    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -2.27e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.494e-03 -1.000 1.587e-02 -3.300 -2.296 -0.986 -3.413
0.0152 0.01508 9.32000 1.7027596235 2.5533282757    1.683  3.236  3.5505  0.582    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.494e-03 -1.000 1.587e-02 -3.320 -2.302 -0.976 -3.425
0.0152 0.01508 9.32000 1.7027629614 2.5533285141    1.683  3.246  3.5494  0.568    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -2.46e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.494e-03 -1.000 1.587e-02 -3.345 -2.307 -0.960 -3.438
0.0152 0.01508 9.32000 1.7027670145 2.5533287525    1.683  3.227  3.5515  0.595    7  0.000  0.362     0.00     0.00     0.00     0.00     0.00 -1 -2.27e-08      0.00 6.844e-01 2.998e-01 1.766e-03 1.990e-03 6.494e-03 -1.000 1.587e-02 -3.298 -2.296 -0.987 -3.412
