# File generated by CMD 3.5 (http://stev.oapd.inaf.it/cmd) on Mon Oct 18 20:43:15 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 9.32000 1.6383764744 2.5491862297    1.638  1.256  3.8218  3.635    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.26e-13      0.00 7.382e-01 2.477e-01 2.489e-03 6.807e-04 6.192e-03 -1.000 1.408e-02 1.629 1.490 1.695 1.143
0.0152 0.01508 9.32000 1.6384240389 2.5491895676    1.638  1.239  3.8194  3.643    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-13      0.00 7.382e-01 2.478e-01 2.489e-03 6.807e-04 6.192e-03 -1.000 1.408e-02 1.673 1.535 1.744 1.181
0.0152 0.01508 9.32000 1.6384880543 2.5491938591    1.638  1.210  3.8139  3.650    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-13      0.00 7.382e-01 2.478e-01 2.489e-03 6.807e-04 6.192e-03 -1.000 1.408e-02 1.746 1.607 1.827 1.240
0.0152 0.01508 9.32000 1.6386075020 2.5492017269    1.638  1.196  3.8038  3.624    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-13      0.00 7.382e-01 2.478e-01 2.489e-03 6.807e-04 6.192e-03 -1.000 1.408e-02 1.781 1.642 1.881 1.250
0.0152 0.01508 9.32000 1.6388159990 2.5492157936    1.638  1.202  3.7924  3.572    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.13e-13      0.00 7.382e-01 2.478e-01 2.489e-03 6.807e-04 6.192e-03 -1.000 1.408e-02 1.765 1.628 1.890 1.207
0.0152 0.01508 9.32000 1.6391782761 2.5492401123    1.638  1.200  3.7810  3.528    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.22e-13      0.00 7.375e-01 2.484e-01 2.494e-03 6.820e-04 6.203e-03 -1.000 1.410e-02 1.769 1.635 1.920 1.186
0.0152 0.01508 9.32000 1.6397275925 2.5492770672    1.639  1.183  3.7693  3.499    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-13      0.00 7.341e-01 2.517e-01 2.520e-03 6.890e-04 6.266e-03 -1.000 1.427e-02 1.812 1.685 1.996 1.208
0.0152 0.01508 9.32000 1.6403205395 2.5493168831    1.640  1.156  3.7592  3.486    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.08e-13      0.00 7.268e-01 2.586e-01 2.575e-03 7.037e-04 6.397e-03 -1.000 1.455e-02 1.881 1.763 2.096 1.262
0.0152 0.01508 9.32000 1.6407933235 2.5493485928    1.640  1.128  3.7515  3.483    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.95e-13      0.00 7.221e-01 2.632e-01 2.612e-03 7.136e-04 6.486e-03 -1.000 1.475e-02 1.949 1.840 2.189 1.321
0.0152 0.01508 9.32000 1.6412645578 2.5493800640    1.641  1.097  3.7439  3.483    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.81e-13      0.00 7.190e-01 2.662e-01 2.636e-03 7.199e-04 6.542e-03 -1.000 1.486e-02 2.026 1.926 2.292 1.391
0.0152 0.01508 9.32000 1.6417343616 2.5494115353    1.641  1.068  3.7363  3.482    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-13      0.00 7.167e-01 2.683e-01 2.652e-03 7.243e-04 6.581e-03 -1.000 1.497e-02 2.099 2.010 2.392 1.458
0.0152 0.01508 9.32000 1.6423195601 2.5494506359    1.642  1.044  3.7272  3.470    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.6e-13      0.00 7.146e-01 2.703e-01 2.666e-03 7.282e-04 6.615e-03 -1.000 1.506e-02 2.160 2.086 2.488 1.514
0.0152 0.01508 9.32000 1.6430188417 2.5494973660    1.642  1.043  3.7175  3.433    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-13      0.00 7.125e-01 2.724e-01 2.674e-03 7.321e-04 6.642e-03 -1.000 1.508e-02 2.164 2.109 2.532 1.517
0.0152 0.01508 9.32000 1.6432511806 2.5495128632    1.642  1.046  3.7145  3.418    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-13      0.00 7.118e-01 2.731e-01 2.676e-03 7.334e-04 6.650e-03 -1.000 1.508e-02 2.156 2.108 2.537 1.509
0.0152 0.01508 9.32000 1.6438902617 2.5495555401    1.643  1.091  3.7083  3.348    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1 -1.97e-13      0.00 7.091e-01 2.757e-01 2.515e-03 8.820e-04 6.665e-03 -1.000 1.519e-02 2.044 2.009 2.453 1.397
0.0152 0.01508 9.32000 1.6443586349 2.5495867729    1.644  1.131  3.7045  3.292    3  0.000  0.459     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-13      0.00 7.066e-01 2.781e-01 2.294e-03 1.138e-03 6.673e-03 -1.000 1.526e-02 1.941 1.916 2.370 1.295
0.0152 0.01508 9.32000 1.6447714567 2.5496144295    1.644  1.172  3.7016  3.240    3  0.000  0.424     0.00     0.00     0.00     0.00     0.00 -1 -2.66e-13      0.00 7.043e-01 2.804e-01 2.126e-03 1.346e-03 6.679e-03 -1.000 1.527e-02 1.840 1.821 2.282 1.194
0.0152 0.01508 9.32000 1.6451581717 2.5496401787    1.644  1.213  3.6991  3.190    3  0.000  0.403     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-13      0.00 7.023e-01 2.824e-01 2.022e-03 1.476e-03 6.683e-03 -1.000 1.529e-02 1.739 1.727 2.194 1.094
0.0152 0.01508 9.32000 1.6455281973 2.5496647358    1.645  1.253  3.6967  3.140    3  0.000  0.390     0.00     0.00     0.00     0.00     0.00 -1 -3.56e-13      0.00 7.005e-01 2.842e-01 1.957e-03 1.559e-03 6.687e-03 -1.000 1.529e-02 1.638 1.632 2.105 0.994
0.0152 0.01508 9.32000 1.6458888054 2.5496888161    1.645  1.293  3.6945  3.091    3  0.000  0.381     0.00     0.00     0.00     0.00     0.00 -1 -4.11e-13      0.00 6.990e-01 2.857e-01 1.915e-03 1.616e-03 6.694e-03 -1.000 1.530e-02 1.538 1.538 2.017 0.895
0.0152 0.01508 9.32000 1.6462453604 2.5497124195    1.645  1.333  3.6923  3.042    3  0.000  0.375     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-13      0.00 6.975e-01 2.871e-01 1.886e-03 1.660e-03 6.703e-03 -1.000 1.538e-02 1.437 1.444 1.929 0.796
0.0152 0.01508 9.32000 1.6465960741 2.5497357845    1.646  1.373  3.6901  2.994    3  0.000  0.371     0.00     0.00     0.00     0.00     0.00 -1 -5.47e-13      0.00 6.962e-01 2.884e-01 1.865e-03 1.697e-03 6.701e-03 -1.000 1.541e-02 1.338 1.351 1.841 0.698
0.0152 0.01508 9.32000 1.6470329762 2.5497648716    1.646  1.421  3.6875  2.936    3  0.000  0.369     0.00     0.00     0.00     0.00     0.00 -1 -6.49e-13      0.00 6.941e-01 2.905e-01 1.846e-03 1.748e-03 6.672e-03 -1.000 1.541e-02 1.218 1.239 1.736 0.580
0.0152 0.01508 9.32000 1.6474694014 2.5497939587    1.647  1.468  3.6849  2.878    3  0.000  0.367     0.00     0.00     0.00     0.00     0.00 -1 -7.69e-13      0.00 6.919e-01 2.927e-01 1.830e-03 1.797e-03 6.638e-03 -1.000 1.542e-02 1.099 1.128 1.631 0.463
0.0152 0.01508 9.32000 1.6479035616 2.5498228073    1.647  1.516  3.6822  2.820    3  0.000  0.367     0.00     0.00     0.00     0.00     0.00 -1 -9.12e-13      0.00 6.900e-01 2.945e-01 1.818e-03 1.837e-03 6.607e-03 -1.000 1.546e-02 0.980 1.017 1.527 0.347
0.0152 0.01508 9.32000 1.6483057737 2.5498492718    1.648  1.561  3.6797  2.765    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-12      0.00 6.885e-01 2.960e-01 1.809e-03 1.868e-03 6.584e-03 -1.000 1.546e-02 0.869 0.914 1.430 0.238
0.0152 0.01508 9.32000 1.6486527920 2.5498723984    1.648  1.600  3.6774  2.717    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-12      0.00 6.876e-01 2.970e-01 1.804e-03 1.887e-03 6.569e-03 -1.000 1.540e-02 0.771 0.824 1.347 0.143
0.0152 0.01508 9.32000 1.6490671635 2.5498998165    1.648  1.647  3.6746  2.659    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-12      0.00 6.868e-01 2.978e-01 1.799e-03 1.904e-03 6.556e-03 -1.000 1.539e-02 0.653 0.716 1.247 0.028
0.0152 0.01508 9.32000 1.6494294405 2.5499238968    1.649  1.689  3.6719  2.606    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-12      0.00 6.863e-01 2.982e-01 1.797e-03 1.912e-03 6.549e-03 -1.000 1.543e-02 0.547 0.619 1.157 -0.075
0.0152 0.01508 9.32000 1.6498264074 2.5499501228    1.649  1.737  3.6690  2.546    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-12      0.00 6.861e-01 2.985e-01 1.796e-03 1.917e-03 6.545e-03 -1.000 1.541e-02 0.428 0.511 1.057 -0.189
0.0152 0.01508 9.32000 1.6500000954 2.5499615669    1.649  1.758  3.6676  2.520    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-12      0.00 6.860e-01 2.985e-01 1.795e-03 1.918e-03 6.544e-03 -1.000 1.541e-02 0.376 0.464 1.014 -0.239
0.0152 0.01508 9.32000 1.6500148773 2.5499625206    1.649  1.759  3.6675  2.518    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.17e-12      0.00 6.860e-01 2.985e-01 1.795e-03 1.919e-03 6.544e-03 -1.000 1.541e-02 0.372 0.460 1.010 -0.244
0.0152 0.01508 9.32000 1.6503381729 2.5499839783    1.650  1.798  3.6650  2.469    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-12      0.00 6.860e-01 2.986e-01 1.795e-03 1.919e-03 6.544e-03 -1.000 1.541e-02 0.275 0.372 0.930 -0.337
0.0152 0.01508 9.32000 1.6507111788 2.5500085354    1.650  1.843  3.6621  2.412    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-12      0.00 6.860e-01 2.986e-01 1.795e-03 1.920e-03 6.544e-03 -1.000 1.541e-02 0.161 0.270 0.838 -0.447
0.0152 0.01508 9.32000 1.6510133743 2.5500285625    1.650  1.880  3.6596  2.366    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-12      0.00 6.860e-01 2.986e-01 1.795e-03 1.920e-03 6.543e-03 -1.000 1.541e-02 0.069 0.187 0.763 -0.536
0.0152 0.01508 9.32000 1.6513251066 2.5500493050    1.651  1.918  3.6571  2.318    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-12      0.00 6.860e-01 2.986e-01 1.795e-03 1.920e-03 6.543e-03 -1.000 1.541e-02 -0.025 0.104 0.688 -0.626
0.0152 0.01508 9.32000 1.6517167091 2.5500750542    1.651  1.958  3.6544  2.268    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-12      0.00 6.860e-01 2.986e-01 1.795e-03 1.921e-03 6.543e-03 -1.000 1.541e-02 -0.125 0.015 0.609 -0.722
0.0152 0.01508 9.32000 1.6521357298 2.5501027107    1.651  1.986  3.6525  2.232    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -7.94e-13      0.00 6.860e-01 2.986e-01 1.795e-03 1.921e-03 6.542e-03 -1.000 1.541e-02 -0.195 -0.048 0.553 -0.789
0.0152 0.01508 9.32000 1.6524477005 2.5501232147    1.652  1.962  3.6543  2.263    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -5.59e-13      0.00 6.860e-01 2.986e-01 1.795e-03 1.922e-03 6.542e-03 -1.000 1.541e-02 -0.135 0.005 0.599 -0.732
0.0152 0.01508 9.32000 1.6526355743 2.5501356125    1.652  1.936  3.6561  2.296    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-13      0.00 6.860e-01 2.986e-01 1.795e-03 1.922e-03 6.542e-03 -1.000 1.541e-02 -0.071 0.061 0.649 -0.671
0.0152 0.01508 9.32000 1.6527988911 2.5501463413    1.652  1.894  3.6590  2.350    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-13      0.00 6.860e-01 2.986e-01 1.795e-03 1.922e-03 6.542e-03 -1.000 1.541e-02 0.035 0.155 0.733 -0.570
0.0152 0.01508 9.32000 1.6529151201 2.5501539707    1.652  1.856  3.6618  2.399    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-13      0.00 6.860e-01 2.986e-01 1.795e-03 1.922e-03 6.542e-03 -1.000 1.541e-02 0.131 0.240 0.809 -0.478
0.0152 0.01508 9.32000 1.6530402899 2.5501623154    1.652  1.811  3.6648  2.456    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.97e-13      0.00 6.860e-01 2.986e-01 1.794e-03 1.922e-03 6.541e-03 -1.000 1.541e-02 0.242 0.340 0.899 -0.370
0.0152 0.01508 9.32000 1.6531538963 2.5501697063    1.652  1.771  3.6675  2.507    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-13      0.00 6.860e-01 2.986e-01 1.794e-03 1.923e-03 6.541e-03 -1.000 1.541e-02 0.342 0.430 0.980 -0.273
0.0152 0.01508 9.32000 1.6532751322 2.5501778126    1.653  1.732  3.6701  2.557    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-13      0.00 6.860e-01 2.986e-01 1.794e-03 1.923e-03 6.541e-03 -1.000 1.541e-02 0.439 0.518 1.060 -0.180
0.0152 0.01508 9.32000 1.6534321308 2.5501880646    1.653  1.689  3.6731  2.612    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -9.13e-14      0.00 6.860e-01 2.986e-01 1.794e-03 1.923e-03 6.541e-03 -1.000 1.541e-02 0.549 0.617 1.151 -0.074
0.0152 0.01508 9.32000 1.6535474062 2.5501956940    1.653  1.666  3.6746  2.641    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -7.61e-14      0.00 6.860e-01 2.986e-01 1.794e-03 1.923e-03 6.541e-03 -1.000 1.541e-02 0.605 0.668 1.199 -0.019
0.0152 0.01508 9.32000 1.6536872387 2.5502049923    1.653  1.681  3.6736  2.622    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -7.06e-14      0.00 6.860e-01 2.986e-01 1.794e-03 1.923e-03 6.541e-03 -1.000 1.541e-02 0.568 0.634 1.167 -0.056
0.0152 0.01508 9.32000 1.6540099382 2.5502262115    1.653  1.721  3.6710  2.571    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -6.12e-14      0.00 6.860e-01 2.986e-01 1.794e-03 1.923e-03 6.541e-03 -1.000 1.541e-02 0.467 0.542 1.082 -0.153
0.0152 0.01508 9.32000 1.6544373035 2.5502543449    1.654  1.762  3.6684  2.519    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -4.89e-14      0.00 6.860e-01 2.986e-01 1.794e-03 1.924e-03 6.540e-03 -1.000 1.541e-02 0.364 0.449 0.996 -0.253
0.0152 0.01508 9.32000 1.6549100876 2.5502853394    1.654  1.805  3.6656  2.466    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-14      0.00 6.859e-01 2.986e-01 1.794e-03 1.925e-03 6.540e-03 -1.000 1.541e-02 0.256 0.352 0.908 -0.356
0.0152 0.01508 9.32000 1.6553641558 2.5503151417    1.655  1.846  3.6629  2.415    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.92e-14      0.00 6.859e-01 2.987e-01 1.794e-03 1.925e-03 6.539e-03 -1.000 1.541e-02 0.155 0.261 0.826 -0.454
0.0152 0.01508 9.32000 1.6558368206 2.5503461361    1.655  1.888  3.6602  2.362    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.23e-14      0.00 6.859e-01 2.987e-01 1.794e-03 1.926e-03 6.539e-03 -1.000 1.541e-02 0.051 0.166 0.740 -0.556
0.0152 0.01508 9.32000 1.6562988758 2.5503766537    1.656  1.929  3.6574  2.310    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-14      0.00 6.859e-01 2.987e-01 1.793e-03 1.926e-03 6.538e-03 -1.000 1.541e-02 -0.052 0.075 0.659 -0.654
0.0152 0.01508 9.32000 1.6567521095 2.5504062176    1.656  1.970  3.6546  2.258    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-14      0.00 6.859e-01 2.987e-01 1.793e-03 1.927e-03 6.538e-03 -1.000 1.541e-02 -0.154 -0.016 0.578 -0.752
0.0152 0.01508 9.32000 1.6571862698 2.5504345894    1.656  2.010  3.6519  2.206    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-14      0.00 6.859e-01 2.987e-01 1.793e-03 1.927e-03 6.538e-03 -1.000 1.541e-02 -0.256 -0.106 0.497 -0.850
0.0152 0.01508 9.32000 1.6576061249 2.5504622459    1.657  2.051  3.6491  2.155    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -8.08e-15      0.00 6.859e-01 2.987e-01 1.793e-03 1.928e-03 6.537e-03 -1.000 1.541e-02 -0.357 -0.195 0.418 -0.946
0.0152 0.01508 9.32000 1.6580139399 2.5504889488    1.657  2.092  3.6462  2.102    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -6.44e-15      0.00 6.859e-01 2.987e-01 1.793e-03 1.928e-03 6.537e-03 -1.000 1.541e-02 -0.460 -0.284 0.340 -1.043
0.0152 0.01508 9.32000 1.6583914757 2.5505135059    1.658  2.132  3.6433  2.051    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -5.23e-15      0.00 6.859e-01 2.987e-01 1.793e-03 1.928e-03 6.537e-03 -1.000 1.541e-02 -0.559 -0.371 0.264 -1.137
0.0152 0.01508 9.32000 1.6587526798 2.5505371094    1.658  2.172  3.6405  2.000    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -4.31e-15      0.00 6.859e-01 2.987e-01 1.793e-03 1.929e-03 6.536e-03 -1.000 1.541e-02 -0.659 -0.457 0.188 -1.231
0.0152 0.01508 9.32000 1.6591007710 2.5505599976    1.658  2.212  3.6376  1.948    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -3.59e-15      0.00 6.859e-01 2.987e-01 1.793e-03 1.929e-03 6.536e-03 -1.000 1.541e-02 -0.760 -0.543 0.113 -1.324
0.0152 0.01508 9.32000 1.6594263315 2.5505812168    1.659  2.252  3.6347  1.897    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -3.03e-15      0.00 6.859e-01 2.987e-01 1.792e-03 1.930e-03 6.536e-03 -1.000 1.540e-02 -0.859 -0.627 0.039 -1.415
0.0152 0.01508 9.32000 1.6597312689 2.5506010056    1.659  2.291  3.6318  1.846    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.61e-15      0.00 6.859e-01 2.987e-01 1.792e-03 1.930e-03 6.535e-03 -1.000 1.540e-02 -0.957 -0.711 -0.035 -1.505
0.0152 0.01508 9.32000 1.6600236893 2.5506203175    1.659  2.331  3.6289  1.795    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -2.27e-15      0.00 6.859e-01 2.987e-01 1.792e-03 1.930e-03 6.535e-03 -1.000 1.540e-02 -1.056 -0.795 -0.110 -1.596
0.0152 0.01508 9.32000 1.6602921486 2.5506377220    1.659  2.369  3.6261  1.745    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1    -2e-15      0.00 6.859e-01 2.987e-01 1.792e-03 1.931e-03 6.535e-03 -1.000 1.540e-02 -1.153 -0.875 -0.181 -1.683
0.0152 0.01508 9.32000 1.6605504751 2.5506546497    1.660  2.409  3.6231  1.694    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-15      0.00 6.859e-01 2.987e-01 1.792e-03 1.931e-03 6.535e-03 -1.000 1.540e-02 -1.252 -0.957 -0.253 -1.772
0.0152 0.01508 9.32000 1.6607891321 2.5506701469    1.660  2.447  3.6202  1.643    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-15      0.00 6.859e-01 2.987e-01 1.792e-03 1.931e-03 6.534e-03 -1.000 1.540e-02 -1.349 -1.038 -0.324 -1.859
0.0152 0.01508 9.32000 1.6610139608 2.5506846905    1.660  2.486  3.6172  1.593    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-15      0.00 6.858e-01 2.987e-01 1.792e-03 1.931e-03 6.534e-03 -1.000 1.540e-02 -1.445 -1.116 -0.393 -1.944
0.0152 0.01508 9.32000 1.6612244844 2.5506985188    1.660  2.524  3.6143  1.543    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-15      0.00 6.858e-01 2.988e-01 1.792e-03 1.932e-03 6.534e-03 -1.000 1.540e-02 -1.540 -1.193 -0.461 -2.028
0.0152 0.01508 9.32000 1.6614217758 2.5507113934    1.660  2.562  3.6113  1.493    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-15      0.00 6.858e-01 2.988e-01 1.792e-03 1.932e-03 6.534e-03 -1.000 1.540e-02 -1.635 -1.270 -0.528 -2.112
0.0152 0.01508 9.32000 1.6616080999 2.5507235527    1.661  2.600  3.6083  1.443    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-15      0.00 6.858e-01 2.988e-01 1.792e-03 1.932e-03 6.534e-03 -1.000 1.540e-02 -1.731 -1.345 -0.589 -2.196
0.0152 0.01508 9.32000 1.6617811918 2.5507347584    1.661  2.638  3.6053  1.394    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-15      0.00 6.858e-01 2.988e-01 1.792e-03 1.932e-03 6.533e-03 -1.000 1.540e-02 -1.824 -1.418 -0.646 -2.278
0.0152 0.01508 9.32000 1.6619424820 2.5507452488    1.661  2.675  3.6023  1.345    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-15      0.00 6.858e-01 2.988e-01 1.792e-03 1.932e-03 6.533e-03 -1.000 1.540e-02 -1.916 -1.489 -0.703 -2.359
0.0152 0.01508 9.32000 1.6620968580 2.5507552624    1.661  2.712  3.5994  1.296    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-15      0.00 6.858e-01 2.988e-01 1.792e-03 1.933e-03 6.533e-03 -1.000 1.540e-02 -2.010 -1.562 -0.760 -2.441
0.0152 0.01508 9.32000 1.6622716188 2.5507667065    1.661  2.757  3.5956  1.236    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-15      0.00 6.858e-01 2.988e-01 1.792e-03 1.933e-03 6.533e-03 -1.000 1.540e-02 -2.122 -1.643 -0.818 -2.536
0.0152 0.01508 9.32000 1.6624324322 2.5507771969    1.661  2.801  3.5919  1.177    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-15      0.00 6.858e-01 2.988e-01 1.792e-03 1.933e-03 6.533e-03 -1.000 1.540e-02 -2.233 -1.724 -0.877 -2.631
0.0152 0.01508 9.32000 1.6625838280 2.5507869720    1.661  2.846  3.5880  1.117    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.933e-03 6.533e-03 -1.000 1.540e-02 -2.345 -1.803 -0.931 -2.724
0.0152 0.01508 9.32000 1.6626980305 2.5507943630    1.661  2.882  3.5849  1.068    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.933e-03 6.533e-03 -1.000 1.540e-02 -2.434 -1.863 -0.969 -2.797
0.0152 0.01508 9.32000 1.6628289223 2.5508029461    1.661  2.925  3.5810  1.009    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.933e-03 6.533e-03 -1.000 1.540e-02 -2.543 -1.936 -1.014 -2.886
0.0152 0.01508 9.32000 1.6629483700 2.5508105755    1.661  2.967  3.5771  0.951    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.933e-03 6.532e-03 -1.000 1.540e-02 -2.648 -1.999 -1.040 -2.967
0.0152 0.01508 9.32000 1.6630611420 2.5508179665    1.661  3.010  3.5732  0.894    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.934e-03 6.532e-03 -1.000 1.540e-02 -2.754 -2.059 -1.061 -3.048
0.0152 0.01508 9.32000 1.6631656885 2.5508248806    1.662  3.051  3.5692  0.836    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.934e-03 6.532e-03 -1.000 1.540e-02 -2.858 -2.116 -1.077 -3.125
0.0152 0.01508 9.32000 1.6632628441 2.5508310795    1.662  3.092  3.5653  0.779    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.934e-03 6.532e-03 -1.000 1.540e-02 -2.960 -2.165 -1.073 -3.197
0.0152 0.01508 9.32000 1.6633530855 2.5508370399    1.661  3.132  3.5612  0.723    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.934e-03 6.532e-03 -1.000 1.540e-02 -3.061 -2.211 -1.065 -3.266
0.0152 0.01508 9.32000 1.6634385586 2.5508425236    1.661  3.173  3.5571  0.666    3  0.000  0.366     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-15      0.00 6.858e-01 2.988e-01 1.791e-03 1.934e-03 6.532e-03 -1.000 1.540e-02 -3.162 -2.249 -1.037 -3.330
